luukki;kallio;mannerheimintie;makelankatu;leppavaara;lohja;tikkurila;vartiokyla;Datetime
2,4;2,7;5,1;5,3;4,3;2,9;8,2;3,3;2019-12-11 15:00:00
1,7;5,8;5;4,6;4,2;2,6;7,5;3,6;2019-12-11 16:00:00
1,4;2,9;5,7;4,1;2,5;2,4;7,7;3,4;2019-12-11 17:00:00
3,1;5;3,2;4;2,3;2,5;7,1;3,3;2019-12-11 18:00:00
3,4;3,4;3,7;4,7;2;2,5;8,5;3,4;2019-12-11 19:00:00
2,8;5,5;7,7;5;2,8;2,5;8,8;3,9;2019-12-11 20:00:00
2,2;4,3;8,3;5;4,1;2,8;8,4;4,1;2019-12-11 21:00:00
4,3;4,4;6,6;4,5;2,6;3;7,6;4,5;2019-12-11 22:00:00
4,4;5,7;5,7;5,4;5,2;3,5;8,4;5,2;2019-12-11 23:00:00
5,8;5,8;11,7;5,6;5,8;4,1;8,6;6,1;2019-12-12 00:00:00
5,8;5,6;8,7;5,6;5,8;5,1;9,1;5,8;2019-12-12 01:00:00
6,1;6,5;8,2;5;5,2;6,2;8,5;5,9;2019-12-12 02:00:00
5,1;4,3;6,1;5,3;4,2;6,6;9,5;6,2;2019-12-12 03:00:00
4,8;6,5;5,2;5,2;6;7,1;9,6;6;2019-12-12 04:00:00
6,1;4,2;4,4;5,5;7;6,9;9,4;5,2;2019-12-12 05:00:00
4,6;5,7;6,2;6,5;4,6;6,5;8,6;4,6;2019-12-12 06:00:00
4;3,9;1,8;7,4;5,5;5,2;9,8;4,8;2019-12-12 07:00:00
4;4,1;9,9;7,1;4,3;4,9;9;4,4;2019-12-12 08:00:00
5,4;4,5;9,1;5,3;4,2;5,4;8,1;4,1;2019-12-12 09:00:00
5,1;2,7;6,8;6,5;3,5;5,5;6;4,1;2019-12-12 10:00:00
4,2;3,3;5,8;5,7;4,4;5,7;7,2;4,5;2019-12-12 11:00:00
3,5;4;7,9;8,1;;6,9;16,4;4,2;2019-12-12 12:00:00
5,2;3,8;5;6;;7,2;18,5;3,7;2019-12-12 13:00:00
4,5;2,7;3,9;3,7;5,5;5,9;13,7;3,3;2019-12-12 14:00:00
3,6;3,9;5,7;3,6;5,6;6,1;6,9;3,8;2019-12-12 15:00:00
4;2,6;8,4;3,1;4,5;7;5,5;4,6;2019-12-12 16:00:00
5;4;6,5;3,7;5,9;6,8;6,7;4,8;2019-12-12 17:00:00
4;5,3;5,4;4,1;6,2;5,6;7,8;5,6;2019-12-12 18:00:00
4,3;4,1;6,7;5,1;3,6;5,9;7,6;5,6;2019-12-12 19:00:00
5,2;7,5;12,2;6,8;5;6,8;9,4;7;2019-12-12 20:00:00
5,3;6,7;11,1;7,1;5,4;8,8;10,3;7,2;2019-12-12 21:00:00
7,5;6,5;7,9;6,5;8;9,1;9,7;6,6;2019-12-12 22:00:00
7,2;7,3;8,8;6,4;7,8;7,8;9,3;7;2019-12-12 23:00:00
9,5;6,8;12,9;7,4;7,3;8,5;10,2;8;2019-12-13 00:00:00
7,5;9,1;10,5;8,9;7,4;9,4;11,5;8,7;2019-12-13 01:00:00
9,4;11,2;12,2;10,2;8,2;10,8;13;10,5;2019-12-13 02:00:00
8,3;10,6;9,2;11;7,9;12,6;13,4;12,1;2019-12-13 03:00:00
12;11,5;8,4;11;8,7;12,1;14,7;12;2019-12-13 04:00:00
9;13,1;11,8;13,3;10,7;15,2;14,8;13,3;2019-12-13 05:00:00
10;13,7;13,5;15,9;9,1;17,1;16,8;15,1;2019-12-13 06:00:00
10,4;15,9;9;20,5;11,7;17,3;19,4;15,7;2019-12-13 07:00:00
13,4;14,5;15,3;18,5;11,7;17,7;21,9;14,5;2019-12-13 08:00:00
11,7;13,7;14,5;16,9;11,6;16,5;18,3;13,5;2019-12-13 09:00:00
10,3;12,6;13,5;15,1;10,5;15,6;15,9;13,3;2019-12-13 10:00:00
11,4;12,1;14,2;15,8;10,8;14,9;14,8;13,9;2019-12-13 11:00:00
9,2;12,1;12,5;14,1;11,1;14,5;15,7;13;2019-12-13 12:00:00
8,9;12;10,7;12;12;14,5;14,9;12,4;2019-12-13 13:00:00
10,3;14,3;13,7;15,1;11,3;16,1;15,3;15,3;2019-12-13 14:00:00
11,7;16,7;14,8;17,7;12,9;18,8;18,4;16,1;2019-12-13 15:00:00
11;9,6;8;10,1;12,1;19,2;17,9;8,2;2019-12-13 16:00:00
9,2;7,4;8,9;7,6;6,5;14,5;10,6;8,5;2019-12-13 17:00:00
5,8;6,8;9,7;6,7;8;10,5;9,3;7,4;2019-12-13 18:00:00
5,9;4,9;4,3;5,4;6,2;9;8;5,5;2019-12-13 19:00:00
6,3;4,6;11,6;5,3;5,5;9,5;7,5;5,8;2019-12-13 20:00:00
5,2;6,4;11,1;6,4;4,6;6,6;8,7;5;2019-12-13 21:00:00
11,5;5,1;9,7;5,5;4,4;6,3;8,3;5;2019-12-13 22:00:00
10,4;4,4;6,3;4,8;6,7;5,8;7,4;4,6;2019-12-13 23:00:00
6,5;4,2;13,8;4,5;5,3;5,4;6,9;4,6;2019-12-14 00:00:00
6,7;4,8;6,3;5,1;6,5;5,1;7,6;4,4;2019-12-14 01:00:00
4,3;4,9;7;4,6;6,2;4,9;7,8;4,5;2019-12-14 02:00:00
5,6;6,3;8,6;6,2;5,9;4,6;8,2;5,6;2019-12-14 03:00:00
6;6,8;8,6;6,5;7,4;6,2;9,2;5,8;2019-12-14 04:00:00
7,4;6,2;7,6;6,1;5,8;6,6;8,6;5,4;2019-12-14 05:00:00
4;5,7;5,8;6,1;4,7;6;9,3;5,2;2019-12-14 06:00:00
5,2;6,5;2,3;6,4;3,9;6;9,4;5;2019-12-14 07:00:00
6,3;6,9;2,2;6,3;4,5;6,5;8,8;5,1;2019-12-14 08:00:00
7,2;6,3;7,4;6,6;7,1;7,2;8,9;5,4;2019-12-14 09:00:00
6,1;5,7;7,1;6,1;6,1;7,4;9,2;5,2;2019-12-14 10:00:00
5,5;6,1;6,6;6,5;6,8;6,8;9,1;5,2;2019-12-14 11:00:00
5,3;6;6,8;6,4;5,6;7,8;9,9;6;2019-12-14 12:00:00
6,1;5,6;8,5;6,1;5,6;8,1;9,7;5,6;2019-12-14 13:00:00
5,5;7,2;9,7;7,4;6,1;8,1;9,8;5,9;2019-12-14 14:00:00
8,1;8,3;4,6;8,9;8,8;7,4;11,3;6,7;2019-12-14 15:00:00
7,3;9;9,4;8,8;8,7;8,9;11,4;7,3;2019-12-14 16:00:00
6,6;9,9;9,4;9,4;8,3;9,6;12,7;7,5;2019-12-14 17:00:00
7,5;9,2;11,3;9,5;6,8;8,1;12,2;7,8;2019-12-14 18:00:00
7,7;10,6;8,7;10,4;10,1;8,8;13,3;8,7;2019-12-14 19:00:00
8,7;10,2;14,7;10,6;9,4;8,4;13,6;8,3;2019-12-14 20:00:00
7;9;12,4;8,9;7,2;8,4;12,5;7,8;2019-12-14 21:00:00
9,1;9,1;9,3;9,3;9,2;8,3;12,8;8,3;2019-12-14 22:00:00
10,3;9,5;9,6;9,3;8;7,6;12,5;8;2019-12-14 23:00:00
8,7;8,1;5,5;8,8;7,9;6;12;7,2;2019-12-15 00:00:00
7,3;6,7;8,6;6,7;5,8;5,5;9,6;4,3;2019-12-15 01:00:00
6,3;5,6;7,1;5,2;6,6;4,9;6,3;4,7;2019-12-15 02:00:00
5,5;5,2;7,2;5,3;7,3;4,1;7,5;4,7;2019-12-15 03:00:00
3,5;4,3;3,1;4,5;6,2;3,3;6,5;3,7;2019-12-15 04:00:00
4,7;4,5;5,8;3,9;5;3,6;6,9;3,2;2019-12-15 05:00:00
5,3;3,7;2,5;3,9;4,6;4;8;2,9;2019-12-15 06:00:00
5;3,6;;3,6;4,8;4,4;7,1;2,9;2019-12-15 07:00:00
4;3,7;4,3;3,8;2,7;4,5;7,1;4,3;2019-12-15 08:00:00
4,7;3,4;1,8;3,7;5;4,2;6,3;3,6;2019-12-15 09:00:00
3,3;2,8;3,9;4;4,1;3,8;6,3;2,3;2019-12-15 10:00:00
3,2;2,1;3,9;2,5;3,1;3,9;5,6;2,2;2019-12-15 11:00:00
0,2;3;2;3,1;2,6;2,9;6,2;2;2019-12-15 12:00:00
2,3;2,7;5,7;3,1;3,5;2,7;6,1;1,7;2019-12-15 13:00:00
2,9;3,2;2,8;3,1;3,7;3;6;2,4;2019-12-15 14:00:00
2,9;3;4,9;3,2;2,3;3,1;6,7;2,3;2019-12-15 15:00:00
2,8;3,2;3,3;2,8;2,9;3,7;6,8;2;2019-12-15 16:00:00
2,3;3,4;4,1;2,7;3;3,9;5,6;2,3;2019-12-15 17:00:00
4,1;3;4,3;3,9;3;4,4;5,2;2,9;2019-12-15 18:00:00
3,4;2,6;2,6;2,7;5,3;2,7;6,5;3,2;2019-12-15 19:00:00
3;2,4;4,5;3;4,1;2,7;6;2,7;2019-12-15 20:00:00
2,8;2,2;6,4;2,2;3,2;2,4;4,4;2,5;2019-12-15 21:00:00
1,1;2,2;5,1;2,9;2,4;1,9;5,5;2,3;2019-12-15 22:00:00
3,1;1,9;2;2,4;1,5;2,7;4,6;2,6;2019-12-15 23:00:00
2,7;2;3;2,4;1,2;2,9;5;2,3;2019-12-16 00:00:00
2,1;2,8;4,2;2,9;1,3;3,4;5,1;3,3;2019-12-16 01:00:00
2,2;3,7;4,8;3,6;3,9;3,3;5,9;3,7;2019-12-16 02:00:00
4,2;2,7;3,1;2,8;4,3;2,5;6;2,4;2019-12-16 03:00:00
4,4;1,9;5,1;2,5;3,2;2,8;6;1,9;2019-12-16 04:00:00
3,6;2,4;4,8;3,9;3;3,3;5,9;2;2019-12-16 05:00:00
2;4,1;5,4;6,2;3;5,1;8,2;2,5;2019-12-16 06:00:00
2,7;5,2;5,4;7,4;2,8;7;9,5;3,5;2019-12-16 07:00:00
2,4;8,8;4,8;9,7;4,7;5,7;8,6;4,3;2019-12-16 08:00:00
4,3;9,1;4,9;8,7;4,9;5,2;11,1;4,9;2019-12-16 09:00:00
2,5;6,9;4,8;11,1;5;5,3;11,8;6,1;2019-12-16 10:00:00
4,6;7,5;5,7;11,6;5,6;2,9;11;7,2;2019-12-16 11:00:00
3,1;5,8;3,7;9,3;3,8;2,5;13,3;5,8;2019-12-16 12:00:00
1,3;5,7;5,5;8,3;3,1;2,6;10,2;4,2;2019-12-16 13:00:00
1,3;5,5;3,7;;3,7;3,1;9,5;3,8;2019-12-16 14:00:00
2,5;4,5;4,1;6,9;3,2;2,9;8,5;3,5;2019-12-16 15:00:00
1,2;3,6;4,3;5,5;3,1;2,4;7,4;3,2;2019-12-16 16:00:00
2,6;3,6;2,4;5;2,7;2,1;7,9;2,7;2019-12-16 17:00:00
3,1;2,6;5;3,7;3,7;2,3;5,7;2,5;2019-12-16 18:00:00
1,8;2,4;2,6;4,8;3,6;2,3;5,7;2,9;2019-12-16 19:00:00
2,5;2,1;5,7;3;2,3;2,5;6,8;2,7;2019-12-16 20:00:00
1,1;1,6;6;2,2;4,8;2,7;6,1;2,5;2019-12-16 21:00:00
2,4;2,1;4,2;2,6;1,6;3,5;4,5;3,9;2019-12-16 22:00:00
4,5;3,2;4,8;3,2;2,8;2,1;5;3,9;2019-12-16 23:00:00
4;1,6;4,9;1,5;1,6;1,6;4,5;2,6;2019-12-17 00:00:00
3,4;1,3;0,4;1,1;1,2;2,4;2,9;3,3;2019-12-17 01:00:00
-1,4;2,8;4,9;3,1;2,7;2,9;4,6;3;2019-12-17 02:00:00
1,8;2,4;4,2;2,5;3,3;2,1;5,1;2,6;2019-12-17 03:00:00
2,7;2,7;7,3;2,7;4,4;2,3;5,7;3,1;2019-12-17 04:00:00
2,4;3,2;4,4;4,7;2,5;1,1;6,6;2,2;2019-12-17 05:00:00
2,6;4,7;3,1;6,3;3,1;1,3;7,7;1,8;2019-12-17 06:00:00
-0,4;4,1;;6,7;2,5;1;7,4;1,2;2019-12-17 07:00:00
0,8;4,7;0,8;7,4;0,8;1;7,4;1;2019-12-17 08:00:00
2,4;3,4;4,3;6,5;3,6;1,4;6,8;1,2;2019-12-17 09:00:00
2,4;3,4;2;5,6;3,8;1,4;6,6;1,4;2019-12-17 10:00:00
2,1;2,5;3,2;5;2,2;1,5;6,4;1,7;2019-12-17 11:00:00
1,7;3,2;3,5;7,8;2,9;1,7;7;2,1;2019-12-17 12:00:00
2,1;4,6;4,2;11,3;2,3;1,9;7,2;2,2;2019-12-17 13:00:00
3,4;4,3;3,6;12,6;3;2,2;7,3;2,4;2019-12-17 14:00:00
1,9;4,5;4,7;12,9;2,8;2,6;7,6;2,7;2019-12-17 15:00:00
3,7;4,8;6,2;12,8;3,3;2,4;8,7;3,6;2019-12-17 16:00:00
2,1;4,3;5,7;10,9;4,3;2,8;7,5;3,6;2019-12-17 17:00:00
2,2;4,6;5,4;9,9;6,7;3,6;7,8;4;2019-12-17 18:00:00
2,6;5,1;3,8;9,8;7,7;3,1;11,8;5,5;2019-12-17 19:00:00
6,5;3,7;6,9;7,6;8,2;3,8;11,9;7,4;2019-12-17 20:00:00
4,9;3,8;3,1;6,6;4,8;3,4;10,5;6,2;2019-12-17 21:00:00
5,2;2,7;5,2;5,1;6,5;3,1;9,2;5,4;2019-12-17 22:00:00
4,7;5,3;3,5;5,5;5,1;4;7,4;6,1;2019-12-17 23:00:00
4,3;4,8;3,7;5,2;3,1;6,7;6,9;6,8;2019-12-18 00:00:00
3,2;4,7;7,5;5,1;3,8;8,2;6,5;7;2019-12-18 01:00:00
5,5;4,5;6,5;4,5;5;6,3;6,8;6,6;2019-12-18 02:00:00
5,4;2,8;4,8;2,9;5,5;4,2;4,9;5,8;2019-12-18 03:00:00
5,1;1,9;4,9;2;5,4;2,5;4,6;4,5;2019-12-18 04:00:00
3,9;0,8;4,4;1,6;3,8;1,5;4,3;2,5;2019-12-18 05:00:00
2,6;1,3;4,4;0,6;4,2;1,3;3,6;1,8;2019-12-18 06:00:00
2,7;0,5;;-1;4,7;1,3;2;1,4;2019-12-18 07:00:00
2,8;1,3;2,5;1;2,6;1,6;2,1;2,7;2019-12-18 08:00:00
2,5;1,2;7,4;2;3,5;3,1;2,4;3,6;2019-12-18 09:00:00
4,5;1,8;9,8;2,4;5,8;5;1,6;4,4;2019-12-18 10:00:00
5,6;5,9;9,5;6,8;7,2;6,2;3,9;5,3;2019-12-18 11:00:00
6,4;11;15,5;14,6;9,3;10;5,7;13,9;2019-12-18 12:00:00
6,6;8,1;7,5;9;8,9;7,9;10,4;8,3;2019-12-18 13:00:00
5,2;1,7;5;3,6;4,5;3;6;3,3;2019-12-18 14:00:00
3,1;1,6;3,3;3,4;3,8;1,3;5,8;3,1;2019-12-18 15:00:00
5,2;4,2;3,1;4,6;5;1,9;7,5;1,2;2019-12-18 16:00:00
1,1;7,8;1,2;7,1;4,1;1,8;9,4;0,8;2019-12-18 17:00:00
0,6;7,3;3,3;7,9;0,5;1,3;9,6;0,8;2019-12-18 18:00:00
1,9;7,4;-1;7,5;0,3;0,9;9,5;0,8;2019-12-18 19:00:00
0,4;6,9;3,8;7,4;1,1;0,8;8,9;0,9;2019-12-18 20:00:00
0,4;5,2;2,7;5,7;-0,4;0,9;7,6;0,8;2019-12-18 21:00:00
;3,5;5,7;4,8;2,9;1,5;7,4;0,9;2019-12-18 22:00:00
0,6;5,7;2,8;4,4;-0,7;1,8;7,1;1,3;2019-12-18 23:00:00
2,5;2,7;2,8;4,4;1,8;1,7;7,5;1,7;2019-12-19 00:00:00
2,6;5;2,8;4,9;1,5;1,7;7,3;1,9;2019-12-19 01:00:00
2,8;6,8;2,4;5,3;3,9;1,7;7,5;1,9;2019-12-19 02:00:00
1,7;2,3;2,2;5;3,4;1,9;7,2;1,4;2019-12-19 03:00:00
4,1;4,5;0,3;4;1,6;1,4;6,8;1,2;2019-12-19 04:00:00
2,3;5,1;5,9;5,1;3,7;1,5;6,6;1,3;2019-12-19 05:00:00
2,3;2,9;2,5;6,3;2,4;2,1;6,8;1,4;2019-12-19 06:00:00
3,1;5,5;;6,8;3,1;4,8;6,9;1,6;2019-12-19 07:00:00
1,7;4;2,9;7,6;2,3;5,7;7,4;1,7;2019-12-19 08:00:00
3,5;4,9;2,2;8,9;1,9;2,1;7,6;1,6;2019-12-19 09:00:00
1,6;5,6;3;9,5;3,3;2,3;7,9;1,6;2019-12-19 10:00:00
2,2;3,9;2,1;10;1,5;2,7;6,9;1,8;2019-12-19 11:00:00
0,6;3,9;2,7;8,1;3,6;2,6;6,5;1,9;2019-12-19 12:00:00
1,6;3,8;3,8;8,4;3,5;2,3;5,8;1,9;2019-12-19 13:00:00
3;4;5,1;9,2;4,8;2,8;8;2,3;2019-12-19 14:00:00
2,6;5;3,2;7,4;3,6;2,9;10,1;3,2;2019-12-19 15:00:00
3,7;3,4;4,1;7,4;2,8;2,6;10,5;3,1;2019-12-19 16:00:00
3,5;4,7;4,2;6,2;3,4;3,9;11,5;2,5;2019-12-19 17:00:00
4;3,3;5,2;5,5;4,5;5,7;11,3;2,9;2019-12-19 18:00:00
3,1;5;4,4;6,7;5,4;5,3;11,2;3,7;2019-12-19 19:00:00
3;3,3;5,2;5,6;5,7;4;11;6,6;2019-12-19 20:00:00
3,1;2,6;4,6;4,1;6,3;4;13,1;5,2;2019-12-19 21:00:00
6,7;1,8;6,7;3,1;6,5;2,2;12,8;5,1;2019-12-19 22:00:00
7,2;0,4;1;2,1;4;1,8;9,1;4,3;2019-12-19 23:00:00
4;2;;2;6,4;2,1;7,7;4,6;2019-12-20 00:00:00
6,5;2,4;4,5;2,4;2,1;3,7;6,3;2,7;2019-12-20 01:00:00
4,7;2,5;5,6;2,9;2,3;3,8;5,4;3,2;2019-12-20 02:00:00
1;1,2;6,6;1,5;2,5;4,2;2,9;2,9;2019-12-20 03:00:00
4,5;1,1;2;1;2,2;4,2;2,3;3,1;2019-12-20 04:00:00
3,3;2;6;2,6;2,4;4,1;3,1;3,3;2019-12-20 05:00:00
3,1;2,2;5,2;3,1;4,8;4,6;4;3,3;2019-12-20 06:00:00
3;3,7;4;5,6;4,9;5;4,8;4,6;2019-12-20 07:00:00
2,7;4,7;6,4;5,7;6,1;5;6,8;4,7;2019-12-20 08:00:00
4,1;4,5;6,6;4,9;5,9;5,3;7,4;5;2019-12-20 09:00:00
4,9;4,5;8;6,1;6,7;5,6;7,2;5,4;2019-12-20 10:00:00
4,1;4,2;10,2;6,3;6,1;6,4;7;4,8;2019-12-20 11:00:00
3,5;4,3;7,5;6,7;5,2;6,9;6,5;4,8;2019-12-20 12:00:00
5;4,3;8,8;6,6;6,4;8,4;6,6;5;2019-12-20 13:00:00
6;4,5;5,2;6,1;4,6;10,1;6,7;6;2019-12-20 14:00:00
4,7;5,4;5,4;7,1;8,4;11,3;8;6,6;2019-12-20 15:00:00
6,3;7,5;8,9;9,2;7,1;14,3;8,5;12,2;2019-12-20 16:00:00
6,7;9,6;11,9;10,4;6,7;16;11,7;12,3;2019-12-20 17:00:00
5,9;5,7;9,1;7,1;7,9;16,9;10;12,1;2019-12-20 18:00:00
6,2;5,5;6,1;6,2;7,3;14,8;9,8;7,9;2019-12-20 19:00:00
6,7;5,7;15;6,1;4,9;12,2;8,5;7,1;2019-12-20 20:00:00
6,9;6;15,4;5,8;6,4;10,5;10,9;6,6;2019-12-20 21:00:00
5,7;5,1;8,5;5;5,8;9,9;9;6,8;2019-12-20 22:00:00
7,3;5,4;5,5;5,8;4,6;9,6;7,2;6,9;2019-12-20 23:00:00
6,9;4,9;5,9;5,2;5,1;10;6,6;7,1;2019-12-21 00:00:00
5,6;5,3;8,9;5,7;5,8;10,2;7,7;6,6;2019-12-21 01:00:00
7,2;6,8;8,4;6,7;5,5;10,9;8,7;6,3;2019-12-21 02:00:00
7,8;6,8;9,2;6,8;6;10,4;7,8;6,4;2019-12-21 03:00:00
7,8;6,4;11,3;6,3;6,4;11,8;7,9;5,7;2019-12-21 04:00:00
6,8;6,7;6,6;5,9;6,6;12,7;7,9;6,1;2019-12-21 05:00:00
7;8,2;5,9;6,8;7,2;12;8,9;7,1;2019-12-21 06:00:00
6,4;8,6;7,3;8,3;6,3;12,2;11;7,9;2019-12-21 07:00:00
7;8,2;5,6;8;5,3;12;10,4;7;2019-12-21 08:00:00
9,3;6,9;11;8;7,6;11,3;9,7;6,4;2019-12-21 09:00:00
7,9;6,4;9,4;7,5;7,7;9,9;8,8;6,7;2019-12-21 10:00:00
6,6;6,5;11;7,6;7,3;10,5;9;6,2;2019-12-21 11:00:00
6,6;7,2;11,2;8,3;7,9;10,7;8,3;6,2;2019-12-21 12:00:00
7;7,6;10,8;8,6;6,5;11,6;9;6,4;2019-12-21 13:00:00
6,9;8,4;9,4;9,5;6,8;12,4;9,1;7;2019-12-21 14:00:00
8,8;9,2;14,2;10,4;7,4;12,7;10;7,5;2019-12-21 15:00:00
7,5;10,5;11,1;11;7,5;13;11,6;8,6;2019-12-21 16:00:00
8,5;11,5;12;12,1;9,7;13,8;12,6;9,1;2019-12-21 17:00:00
9,2;11,5;13,2;12,4;9,8;13,5;12,9;10;2019-12-21 18:00:00
8,7;11,6;14,4;12,7;9,7;13,5;13,6;10;2019-12-21 19:00:00
9,2;10,8;14,8;11,2;9,9;12,3;14,5;11,4;2019-12-21 20:00:00
9,4;11;14,8;10,9;8,5;12,2;14,6;9,8;2019-12-21 21:00:00
7,5;10,8;13,8;11,3;8,6;11,8;15;11,5;2019-12-21 22:00:00
8,9;12,2;11,1;12,1;9,9;12,3;15,1;11,1;2019-12-21 23:00:00
9,6;12,4;13,5;12;12;11,9;15;10,6;2019-12-22 00:00:00
11;12,8;12,4;12,5;10,7;13,2;15;10;2019-12-22 01:00:00
9,9;11,6;11,2;11,7;10,9;14,6;12,5;10,4;2019-12-22 02:00:00
10,1;11,1;12,7;11,6;11,6;15,1;13,8;10,1;2019-12-22 03:00:00
10,5;10,8;11,1;10,9;9,1;14,5;13;9,3;2019-12-22 04:00:00
10,2;10,2;10,3;10,3;9,8;14,1;11,5;9,8;2019-12-22 05:00:00
9;11,4;11,1;11,2;10,3;13,3;13,2;10,3;2019-12-22 06:00:00
9,2;10,4;;10,7;9,4;10,1;12,3;10,1;2019-12-22 07:00:00
8,1;11,1;10,5;11,1;9,3;9,9;11,9;10,1;2019-12-22 08:00:00
8,1;12,7;10,7;12,4;8;11,4;10,7;10,7;2019-12-22 09:00:00
7,2;12,5;9,3;13,3;10,5;9,1;10,8;16,2;2019-12-22 10:00:00
7,7;11,9;8,3;13;7,7;8,9;13,7;11,7;2019-12-22 11:00:00
8;9,5;7,2;10,4;6,4;12,3;10,5;8,5;2019-12-22 12:00:00
6,5;14,5;11,9;15,8;9;11,3;12,7;12,7;2019-12-22 13:00:00
5,8;13;12,3;14,6;10,1;10,2;14,7;13,2;2019-12-22 14:00:00
7,6;11,5;9,1;12,6;10,3;8,5;15,2;12,1;2019-12-22 15:00:00
6,7;9,3;8,6;10,3;8,2;6,3;13,1;10,7;2019-12-22 16:00:00
5,7;9,6;9,2;10,4;8;6,4;12,5;9,9;2019-12-22 17:00:00
4,8;9,8;9,8;10,1;6,3;5,2;11,3;9,5;2019-12-22 18:00:00
5,8;7,5;9,3;8,4;2,8;4,8;10,3;9,5;2019-12-22 19:00:00
2,4;6;7;6,9;5,4;4,6;10,8;8,2;2019-12-22 20:00:00
5,3;3,6;6,9;4,2;6,4;4,9;10;8,3;2019-12-22 21:00:00
0,8;3;2,5;3,9;4,4;5,8;8;7,1;2019-12-22 22:00:00
2,3;3,2;4,4;4,1;2,3;5,6;7,6;6;2019-12-22 23:00:00
1,7;3,6;7,9;4,1;2,6;6;8;5,9;2019-12-23 00:00:00
3,9;3,8;8,7;4,1;2,3;6,2;8,6;5,5;2019-12-23 01:00:00
3,9;3,6;4,9;3,9;2,7;6,8;6,9;5,3;2019-12-23 02:00:00
3,9;3,9;5;4,3;3,1;6,2;6,2;5,4;2019-12-23 03:00:00
3,4;4,2;6,6;4,8;4,4;5,9;6;5,6;2019-12-23 04:00:00
3,7;4,5;6,8;5,5;4,6;5,4;7,8;6;2019-12-23 05:00:00
4,2;5,7;6,1;6,8;5,2;6,3;10,1;6,6;2019-12-23 06:00:00
3,3;6,1;;8,5;6;7,4;10,6;6,2;2019-12-23 07:00:00
0,9;4,7;10;7,6;4,6;7,2;10,3;6;2019-12-23 08:00:00
2;5;9,9;10;6,2;7,5;10,6;5,8;2019-12-23 09:00:00
2,2;6,9;8,8;9,2;5,6;7,7;11,6;5,8;2019-12-23 10:00:00
3,7;6;9,9;11,9;5,3;6,2;12,6;6,1;2019-12-23 11:00:00
2,7;7,1;10,9;13,4;7;6,8;12,2;6,3;2019-12-23 12:00:00
2,8;13,3;10,7;17,2;6,2;6,9;10,4;7,6;2019-12-23 13:00:00
3,4;6;8,5;12,7;5,1;6,3;7,9;8,2;2019-12-23 14:00:00
4,2;5,4;8,5;11,6;8,1;6;8,6;8,3;2019-12-23 15:00:00
4,5;7;8;11,2;7,1;7,9;10,5;7,4;2019-12-23 16:00:00
2,5;5,1;8,7;9,2;8,2;6,1;7,9;7,2;2019-12-23 17:00:00
2,7;4,4;8,2;8,1;8,7;8,7;10,9;8,1;2019-12-23 18:00:00
3,6;4,5;8,6;8,4;7,6;7,9;8,1;13,2;2019-12-23 19:00:00
4,6;5,4;9,6;8,5;9,2;8,4;10,1;11,4;2019-12-23 20:00:00
2,8;6,5;10,7;9,2;8,7;9,2;10,2;10,6;2019-12-23 21:00:00
3;7,8;5,5;9,9;8,6;5,7;12,8;9,5;2019-12-23 22:00:00
3,5;6,2;6;8,4;5,2;4,4;14,2;9,6;2019-12-23 23:00:00
3,8;6,3;3,3;8,3;6,3;6,6;13,2;9,2;2019-12-24 00:00:00
3,7;5,9;8,4;8,6;5,9;7,8;13,7;9,1;2019-12-24 01:00:00
3,2;5,6;6,5;7,1;7;6,1;11,6;9;2019-12-24 02:00:00
4;4,6;6;7,2;7,9;4,8;10,6;7,7;2019-12-24 03:00:00
4,3;5;7,8;7,5;5,1;5,2;11,3;6,8;2019-12-24 04:00:00
3;4,3;4,5;6,5;6,1;6,1;10,7;6,7;2019-12-24 05:00:00
2,6;3,4;-0,4;6,1;4,7;6,1;10,5;4,2;2019-12-24 06:00:00
3,6;3;3,7;4,7;7,4;5,9;9,6;3,9;2019-12-24 07:00:00
3,1;6;2,8;5,8;6,6;7,1;8,3;4,5;2019-12-24 08:00:00
2,1;4,2;5,6;6,3;6,9;12;8,5;4,8;2019-12-24 09:00:00
2,3;4,1;4,6;5,7;6;8,2;7,5;4,8;2019-12-24 10:00:00
5,4;3,6;6,9;5,7;4,8;8,2;6,6;5,5;2019-12-24 11:00:00
2,9;2,8;2,6;4,2;5,4;8,1;8,4;4,9;2019-12-24 12:00:00
3,7;3,9;4,3;5,6;5,4;13,4;8,7;4,4;2019-12-24 13:00:00
6,5;4,1;5;5,3;5,5;9,4;7,7;6,8;2019-12-24 14:00:00
4,7;3,7;4,7;3,5;7;9,4;6,3;6,7;2019-12-24 15:00:00
5;3,7;3,1;3,7;5,5;9;6,4;5,2;2019-12-24 16:00:00
6,5;3,8;4;4,5;4,4;8,8;5,7;4,5;2019-12-24 17:00:00
6,9;4,9;6,1;4,9;4,1;8,6;5,4;4,5;2019-12-24 18:00:00
5,2;4,2;4;4,6;3;7,5;5,5;4,5;2019-12-24 19:00:00
4,4;4,3;9,8;4,3;4;5,8;5,1;3,5;2019-12-24 20:00:00
4,9;4,1;5,8;4,1;4,3;5,1;5,2;3,4;2019-12-24 21:00:00
3,7;3,5;5,8;3,5;3,3;5,4;4,7;3,2;2019-12-24 22:00:00
3,6;3,1;4,3;3,3;1,8;5,7;4,6;2,9;2019-12-24 23:00:00
